year,state,district,season,crop,area_ha,perc
2019-20,Andhra Pradesh,KURNOOL,Whole Year,Coconut,5.0,0.0
2019-20,Andhra Pradesh,PRAKASAM,Kharif,Arhar/Tur,98085.0,43.0
2019-20,Andhra Pradesh,PRAKASAM,Kharif,Bajra,7178.0,3.0
2019-20,Andhra Pradesh,PRAKASAM,Kharif,Cashewnut,957.0,0.0
2019-20,Andhra Pradesh,PRAKASAM,Kharif,Castorseed,1967.0,1.0
2019-20,Andhra Pradesh,PRAKASAM,Kharif,Cotton(lint),45376.0,20.0
2019-20,Andhra Pradesh,PRAKASAM,Kharif,Cowpea(Lobia),63.0,0.0
2019-20,Andhra Pradesh,PRAKASAM,Kharif,Drychillies,27050.0,12.0
2019-20,Andhra Pradesh,PRAKASAM,Kharif,Groundnut,1605.0,1.0
2019-20,Andhra Pradesh,PRAKASAM,Kharif,Horsegram,4.0,0.0
2019-20,Andhra Pradesh,PRAKASAM,Kharif,Jowar,311.0,0.0
2019-20,Andhra Pradesh,PRAKASAM,Kharif,Maize,1068.0,0.0
2019-20,Andhra Pradesh,PRAKASAM,Kharif,Moong(GreenGram),903.0,0.0
2019-20,Andhra Pradesh,PRAKASAM,Kharif,Oilseedstotal,4289.0,2.0
2019-20,Andhra Pradesh,PRAKASAM,Kharif,Onion,200.0,0.0
2019-20,Andhra Pradesh,PRAKASAM,Kharif,Ragi,33.0,0.0
2019-20,Andhra Pradesh,PRAKASAM,Kharif,Rice,29872.0,13.0
2019-20,Andhra Pradesh,PRAKASAM,Kharif,Sannhamp,1401.0,1.0
2019-20,Andhra Pradesh,PRAKASAM,Kharif,Sesamum,716.0,0.0
2019-20,Andhra Pradesh,PRAKASAM,Kharif,Smallmillets,2722.0,1.0
2019-20,Andhra Pradesh,PRAKASAM,Kharif,Sugarcane,223.0,0.0
2019-20,Andhra Pradesh,PRAKASAM,Kharif,Sunflower,1.0,0.0
2019-20,Andhra Pradesh,PRAKASAM,Kharif,Tobacco,3043.0,1.0
2019-20,Andhra Pradesh,PRAKASAM,Kharif,Turmeric,502.0,0.0
2019-20,Andhra Pradesh,PRAKASAM,Kharif,Urad,1535.0,1.0
2019-20,Andhra Pradesh,PRAKASAM,Rabi,Arhar/Tur,54.0,0.0
2019-20,Andhra Pradesh,PRAKASAM,Rabi,Bajra,247.0,0.0
2019-20,Andhra Pradesh,PRAKASAM,Rabi,Castorseed,671.0,0.0
2019-20,Andhra Pradesh,PRAKASAM,Rabi,Coriander,30.0,0.0
2019-20,Andhra Pradesh,PRAKASAM,Rabi,Cotton(lint),1114.0,0.0
2019-20,Andhra Pradesh,PRAKASAM,Rabi,Cowpea(Lobia),5716.0,2.0
2019-20,Andhra Pradesh,PRAKASAM,Rabi,Drychillies,8471.0,3.0
2019-20,Andhra Pradesh,PRAKASAM,Rabi,Gram,86177.0,35.0
2019-20,Andhra Pradesh,PRAKASAM,Rabi,Groundnut,1422.0,1.0
2019-20,Andhra Pradesh,PRAKASAM,Rabi,Guarseed,6.0,0.0
2019-20,Andhra Pradesh,PRAKASAM,Rabi,Horsegram,1012.0,0.0
2019-20,Andhra Pradesh,PRAKASAM,Rabi,Jowar,7505.0,3.0
2019-20,Andhra Pradesh,PRAKASAM,Rabi,Maize,8803.0,4.0
2019-20,Andhra Pradesh,PRAKASAM,Rabi,Moong(GreenGram),922.0,0.0
2019-20,Andhra Pradesh,PRAKASAM,Rabi,Oilseedstotal,6999.0,3.0
2019-20,Andhra Pradesh,PRAKASAM,Rabi,Ragi,494.0,0.0
2019-20,Andhra Pradesh,PRAKASAM,Rabi,Rapeseed&Mustard,5.0,0.0
2019-20,Andhra Pradesh,PRAKASAM,Rabi,Rice,50503.0,21.0
2019-20,Andhra Pradesh,PRAKASAM,Rabi,Safflower,7.0,0.0
2019-20,Andhra Pradesh,PRAKASAM,Rabi,Sannhamp,35.0,0.0
2019-20,Andhra Pradesh,PRAKASAM,Rabi,Sesamum,4512.0,2.0
2019-20,Andhra Pradesh,PRAKASAM,Rabi,Smallmillets,2302.0,1.0
2019-20,Andhra Pradesh,PRAKASAM,Rabi,Sunflower,382.0,0.0
2019-20,Andhra Pradesh,PRAKASAM,Rabi,Sweetpotato,149.0,0.0
2019-20,Andhra Pradesh,PRAKASAM,Rabi,Tobacco,45486.0,19.0
2019-20,Andhra Pradesh,PRAKASAM,Rabi,Urad,10786.0,4.0
2019-20,Andhra Pradesh,PRAKASAM,Whole Year,Banana,380.0,95.0
2019-20,Andhra Pradesh,PRAKASAM,Whole Year,Coconut,19.0,5.0
2019-20,Andhra Pradesh,SPSR NELLORE,Kharif,Arhar/Tur,757.0,2.0
2019-20,Andhra Pradesh,SPSR NELLORE,Kharif,Bajra,173.0,1.0
2019-20,Andhra Pradesh,SPSR NELLORE,Kharif,Cashewnut,20.0,0.0
2019-20,Andhra Pradesh,SPSR NELLORE,Kharif,Cotton(lint),1012.0,3.0
2019-20,Andhra Pradesh,SPSR NELLORE,Kharif,Cowpea(Lobia),4.0,0.0
2019-20,Andhra Pradesh,SPSR NELLORE,Kharif,Groundnut,5607.0,17.0
2019-20,Andhra Pradesh,SPSR NELLORE,Kharif,Horsegram,1.0,0.0
2019-20,Andhra Pradesh,SPSR NELLORE,Kharif,Jowar,26.0,0.0
2019-20,Andhra Pradesh,SPSR NELLORE,Kharif,Maize,49.0,0.0
2019-20,Andhra Pradesh,SPSR NELLORE,Kharif,Moong(GreenGram),38.0,0.0
2019-20,Andhra Pradesh,SPSR NELLORE,Kharif,Oilseedstotal,6362.0,20.0
2019-20,Andhra Pradesh,SPSR NELLORE,Kharif,Ragi,22.0,0.0
2019-20,Andhra Pradesh,SPSR NELLORE,Kharif,Rice,16680.0,52.0
2019-20,Andhra Pradesh,SPSR NELLORE,Kharif,Sesamum,138.0,0.0
2019-20,Andhra Pradesh,SPSR NELLORE,Kharif,Smallmillets,37.0,0.0
2019-20,Andhra Pradesh,SPSR NELLORE,Kharif,Sugarcane,350.0,1.0
2019-20,Andhra Pradesh,SPSR NELLORE,Kharif,Sunflower,39.0,0.0
2019-20,Andhra Pradesh,SPSR NELLORE,Kharif,Turmeric,182.0,1.0
2019-20,Andhra Pradesh,SPSR NELLORE,Kharif,Urad,29.0,0.0
2019-20,Andhra Pradesh,SPSR NELLORE,Kharif,otheroilseeds,578.0,2.0
2019-20,Andhra Pradesh,SPSR NELLORE,Rabi,Arhar/Tur,131.0,0.0
2019-20,Andhra Pradesh,SPSR NELLORE,Rabi,Bajra,70.0,0.0
2019-20,Andhra Pradesh,SPSR NELLORE,Rabi,Coriander,8.0,0.0
2019-20,Andhra Pradesh,SPSR NELLORE,Rabi,Cotton(lint),1025.0,0.0
2019-20,Andhra Pradesh,SPSR NELLORE,Rabi,Cowpea(Lobia),210.0,0.0
2019-20,Andhra Pradesh,SPSR NELLORE,Rabi,Drychillies,949.0,0.0
2019-20,Andhra Pradesh,SPSR NELLORE,Rabi,Gram,10655.0,4.0
2019-20,Andhra Pradesh,SPSR NELLORE,Rabi,Groundnut,3348.0,1.0
2019-20,Andhra Pradesh,SPSR NELLORE,Rabi,Horsegram,494.0,0.0
2019-20,Andhra Pradesh,SPSR NELLORE,Rabi,Jowar,951.0,0.0
2019-20,Andhra Pradesh,SPSR NELLORE,Rabi,Maize,427.0,0.0
2019-20,Andhra Pradesh,SPSR NELLORE,Rabi,Moong(GreenGram),4913.0,2.0
2019-20,Andhra Pradesh,SPSR NELLORE,Rabi,Oilseedstotal,5046.0,2.0
2019-20,Andhra Pradesh,SPSR NELLORE,Rabi,Ragi,32.0,0.0
2019-20,Andhra Pradesh,SPSR NELLORE,Rabi,Rapeseed&Mustard,7.0,0.0
2019-20,Andhra Pradesh,SPSR NELLORE,Rabi,Rice,215725.0,80.0
2019-20,Andhra Pradesh,SPSR NELLORE,Rabi,Sannhamp,32.0,0.0
2019-20,Andhra Pradesh,SPSR NELLORE,Rabi,Sesamum,1658.0,1.0
2019-20,Andhra Pradesh,SPSR NELLORE,Rabi,Smallmillets,53.0,0.0
2019-20,Andhra Pradesh,SPSR NELLORE,Rabi,Sunflower,33.0,0.0
2019-20,Andhra Pradesh,SPSR NELLORE,Rabi,Sweetpotato,18.0,0.0
2019-20,Andhra Pradesh,SPSR NELLORE,Rabi,Tobacco,6061.0,2.0
2019-20,Andhra Pradesh,SPSR NELLORE,Rabi,Urad,16912.0,6.0
2019-20,Andhra Pradesh,SPSR NELLORE,Whole Year,Banana,962.0,71.0
2019-20,Andhra Pradesh,SPSR NELLORE,Whole Year,Coconut,390.0,29.0
2019-20,Andhra Pradesh,SRIKAKULAM,Kharif,Arhar/Tur,498.0,0.0
2019-20,Andhra Pradesh,SRIKAKULAM,Kharif,Bajra,83.0,0.0
2019-20,Andhra Pradesh,SRIKAKULAM,Kharif,Cashewnut,26714.0,10.0
2019-20,Andhra Pradesh,SRIKAKULAM,Kharif,Castorseed,1.0,0.0
2019-20,Andhra Pradesh,SRIKAKULAM,Kharif,Cotton(lint),5712.0,2.0
2019-20,Andhra Pradesh,SRIKAKULAM,Kharif,Drychillies,9.0,0.0
2019-20,Andhra Pradesh,SRIKAKULAM,Kharif,Ginger,30.0,0.0
2019-20,Andhra Pradesh,SRIKAKULAM,Kharif,Groundnut,1097.0,0.0
2019-20,Andhra Pradesh,SRIKAKULAM,Kharif,Jowar,5.0,0.0
2019-20,Andhra Pradesh,SRIKAKULAM,Kharif,Maize,15975.0,6.0
2019-20,Andhra Pradesh,SRIKAKULAM,Kharif,Mesta,482.0,0.0
2019-20,Andhra Pradesh,SRIKAKULAM,Kharif,Moong(GreenGram),138.0,0.0
2019-20,Andhra Pradesh,SRIKAKULAM,Kharif,Oilseedstotal,1729.0,1.0
2019-20,Andhra Pradesh,SRIKAKULAM,Kharif,Onion,4.0,0.0
2019-20,Andhra Pradesh,SRIKAKULAM,Kharif,Ragi,206.0,0.0
2019-20,Andhra Pradesh,SRIKAKULAM,Kharif,Rice,209640.0,78.0
2019-20,Andhra Pradesh,SRIKAKULAM,Kharif,Sesamum,62.0,0.0
2019-20,Andhra Pradesh,SRIKAKULAM,Kharif,Smallmillets,7.0,0.0
2019-20,Andhra Pradesh,SRIKAKULAM,Kharif,Sugarcane,5650.0,2.0
2019-20,Andhra Pradesh,SRIKAKULAM,Kharif,Sunflower,7.0,0.0
2019-20,Andhra Pradesh,SRIKAKULAM,Kharif,Tapioca,3.0,0.0
2019-20,Andhra Pradesh,SRIKAKULAM,Kharif,Turmeric,253.0,0.0
2019-20,Andhra Pradesh,SRIKAKULAM,Kharif,Urad,165.0,0.0
2019-20,Andhra Pradesh,SRIKAKULAM,Kharif,otheroilseeds,562.0,0.0
2019-20,Andhra Pradesh,SRIKAKULAM,Rabi,Arhar/Tur,3.0,0.0
2019-20,Andhra Pradesh,SRIKAKULAM,Rabi,Drychillies,589.0,0.0
2019-20,Andhra Pradesh,SRIKAKULAM,Rabi,Groundnut,3799.0,3.0
2019-20,Andhra Pradesh,SRIKAKULAM,Rabi,Horsegram,2098.0,2.0
2019-20,Andhra Pradesh,SRIKAKULAM,Rabi,Maize,24924.0,19.0
2019-20,Andhra Pradesh,SRIKAKULAM,Rabi,Moong(GreenGram),26653.0,20.0
2019-20,Andhra Pradesh,SRIKAKULAM,Rabi,Oilseedstotal,11729.0,9.0
2019-20,Andhra Pradesh,SRIKAKULAM,Rabi,Onion,19.0,0.0
2019-20,Andhra Pradesh,SRIKAKULAM,Rabi,Ragi,3289.0,2.0
2019-20,Andhra Pradesh,SRIKAKULAM,Rabi,Rice,9520.0,7.0
2019-20,Andhra Pradesh,SRIKAKULAM,Rabi,Sannhamp,437.0,0.0
2019-20,Andhra Pradesh,SRIKAKULAM,Rabi,Sesamum,7626.0,6.0
2019-20,Andhra Pradesh,SRIKAKULAM,Rabi,Sunflower,304.0,0.0
2019-20,Andhra Pradesh,SRIKAKULAM,Rabi,Tapioca,4.0,0.0
2019-20,Andhra Pradesh,SRIKAKULAM,Rabi,Urad,41190.0,31.0
2019-20,Andhra Pradesh,SRIKAKULAM,Whole Year,Banana,3152.0,18.0
2019-20,Andhra Pradesh,SRIKAKULAM,Whole Year,Coconut,14735.0,82.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Kharif,Arhar/Tur,973.0,0.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Kharif,Bajra,1057.0,0.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Kharif,Cashewnut,34663.0,16.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Kharif,Cotton(lint),976.0,0.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Kharif,Cowpea(Lobia),116.0,0.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Kharif,Drychillies,123.0,0.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Kharif,Ginger,229.0,0.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Kharif,Groundnut,1551.0,1.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Kharif,Jowar,184.0,0.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Kharif,Maize,4894.0,2.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Kharif,Moong(GreenGram),425.0,0.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Kharif,Oilseedstotal,5009.0,2.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Kharif,Onion,10.0,0.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Kharif,OtherKharifpulses,195.0,0.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Kharif,Potato,70.0,0.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Kharif,Ragi,17859.0,8.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Kharif,Rice,96998.0,45.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Kharif,Sannhamp,2.0,0.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Kharif,Sesamum,996.0,0.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Kharif,Smallmillets,4408.0,2.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Kharif,Sugarcane,30434.0,14.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Kharif,Sweetpotato,35.0,0.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Kharif,Tapioca,27.0,0.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Kharif,Tobacco,440.0,0.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Kharif,Turmeric,11286.0,5.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Kharif,Urad,446.0,0.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Kharif,otheroilseeds,2462.0,1.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Rabi,Arhar/Tur,1.0,0.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Rabi,Cowpea(Lobia),299.0,1.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Rabi,Drychillies,196.0,0.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Rabi,Gram,82.0,0.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Rabi,Groundnut,512.0,1.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Rabi,Horsegram,596.0,1.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Rabi,Jowar,12.0,0.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Rabi,Maize,661.0,2.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Rabi,Moong(GreenGram),2654.0,6.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Rabi,Nigerseed,4256.0,10.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Rabi,Oilseedstotal,7215.0,16.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Rabi,Onion,50.0,0.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Rabi,OtherRabipulses,10531.0,24.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Rabi,Potato,85.0,0.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Rabi,Ragi,273.0,1.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Rabi,Rice,6559.0,15.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Rabi,Sannhamp,299.0,1.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Rabi,Sesamum,2373.0,5.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Rabi,Sunflower,74.0,0.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Rabi,Sweetpotato,32.0,0.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Rabi,Tobacco,31.0,0.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Rabi,Urad,6999.0,16.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Whole Year,Banana,1383.0,5.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Whole Year,Blackpepper,17215.0,66.0
2019-20,Andhra Pradesh,VISAKHAPATANAM,Whole Year,Coconut,7420.0,29.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Kharif,Arhar/Tur,484.0,0.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Kharif,Bajra,34.0,0.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Kharif,Cashewnut,3136.0,2.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Kharif,Castorseed,1.0,0.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Kharif,Cotton(lint),12257.0,7.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Kharif,Drychillies,81.0,0.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Kharif,Ginger,3.0,0.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Kharif,Groundnut,980.0,1.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Kharif,Maize,18600.0,10.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Kharif,Mesta,1232.0,1.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Kharif,Moong(GreenGram),315.0,0.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Kharif,Oilseedstotal,10460.0,6.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Kharif,Onion,7.0,0.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Kharif,Ragi,998.0,1.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Kharif,Rice,119381.0,64.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Kharif,Sannhamp,44.0,0.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Kharif,Sesamum,3525.0,2.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Kharif,Smallmillets,19.0,0.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Kharif,Sugarcane,8968.0,5.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Kharif,Sunflower,3.0,0.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Kharif,Tapioca,29.0,0.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Kharif,Urad,185.0,0.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Kharif,otheroilseeds,5951.0,3.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Rabi,Cowpea(Lobia),1.0,0.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Rabi,Drychillies,329.0,0.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Rabi,Gram,121.0,0.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Rabi,Groundnut,524.0,1.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Rabi,Horsegram,1926.0,3.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Rabi,Maize,19332.0,27.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Rabi,Moong(GreenGram),12470.0,18.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Rabi,Oilseedstotal,4900.0,7.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Rabi,Onion,39.0,0.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Rabi,Ragi,657.0,1.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Rabi,Rice,7266.0,10.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Rabi,Sannhamp,330.0,0.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Rabi,Sesamum,4367.0,6.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Rabi,Sunflower,9.0,0.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Rabi,Sweetpotato,4.0,0.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Rabi,Tapioca,39.0,0.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Rabi,Tobacco,51.0,0.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Rabi,Urad,18378.0,26.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Whole Year,Banana,5800.0,67.0
2019-20,Andhra Pradesh,VIZIANAGARAM,Whole Year,Coconut,2859.0,33.0
2019-20,Andhra Pradesh,WEST GODAVARI,Kharif,Arecanut,76.0,0.0
2019-20,Andhra Pradesh,WEST GODAVARI,Kharif,Arhar/Tur,75.0,0.0
2019-20,Andhra Pradesh,WEST GODAVARI,Kharif,Cashewnut,16695.0,4.0
2019-20,Andhra Pradesh,WEST GODAVARI,Kharif,Cotton(lint),4856.0,1.0
2019-20,Andhra Pradesh,WEST GODAVARI,Kharif,Cowpea(Lobia),2.0,0.0
2019-20,Andhra Pradesh,WEST GODAVARI,Kharif,Drychillies,155.0,0.0
2019-20,Andhra Pradesh,WEST GODAVARI,Kharif,Ginger,31.0,0.0
2019-20,Andhra Pradesh,WEST GODAVARI,Kharif,Groundnut,1117.0,0.0
2019-20,Andhra Pradesh,WEST GODAVARI,Kharif,Guarseed,1.0,0.0
2019-20,Andhra Pradesh,WEST GODAVARI,Kharif,Maize,1922.0,1.0
2019-20,Andhra Pradesh,WEST GODAVARI,Kharif,Moong(GreenGram),110.0,0.0
2019-20,Andhra Pradesh,WEST GODAVARI,Kharif,Oilseedstotal,59930.0,16.0
2019-20,Andhra Pradesh,WEST GODAVARI,Kharif,Rice,224398.0,59.0
2019-20,Andhra Pradesh,WEST GODAVARI,Kharif,Smallmillets,17.0,0.0
2019-20,Andhra Pradesh,WEST GODAVARI,Kharif,Sugarcane,7722.0,2.0
2019-20,Andhra Pradesh,WEST GODAVARI,Kharif,Tapioca,102.0,0.0
2019-20,Andhra Pradesh,WEST GODAVARI,Kharif,Turmeric,180.0,0.0
2019-20,Andhra Pradesh,WEST GODAVARI,Kharif,Urad,1718.0,0.0
2019-20,Andhra Pradesh,WEST GODAVARI,Kharif,otheroilseeds,58813.0,16.0
2019-20,Andhra Pradesh,WEST GODAVARI,Rabi,Arhar/Tur,25.0,0.0
2019-20,Andhra Pradesh,WEST GODAVARI,Rabi,Cowpea(Lobia),57.0,0.0
2019-20,Andhra Pradesh,WEST GODAVARI,Rabi,Drychillies,718.0,0.0
2019-20,Andhra Pradesh,WEST GODAVARI,Rabi,Gram,4.0,0.0
2019-20,Andhra Pradesh,WEST GODAVARI,Rabi,Groundnut,1049.0,0.0
2019-20,Andhra Pradesh,WEST GODAVARI,Rabi,Horsegram,42.0,0.0
2019-20,Andhra Pradesh,WEST GODAVARI,Rabi,Maize,46364.0,19.0
2019-20,Andhra Pradesh,WEST GODAVARI,Rabi,Moong(GreenGram),7296.0,3.0
2019-20,Andhra Pradesh,WEST GODAVARI,Rabi,Oilseedstotal,1293.0,1.0
2019-20,Andhra Pradesh,WEST GODAVARI,Rabi,Rapeseed&Mustard,12.0,0.0
2019-20,Andhra Pradesh,WEST GODAVARI,Rabi,Rice,169775.0,69.0
2019-20,Andhra Pradesh,WEST GODAVARI,Rabi,Sesamum,188.0,0.0
2019-20,Andhra Pradesh,WEST GODAVARI,Rabi,Sunflower,44.0,0.0
2019-20,Andhra Pradesh,WEST GODAVARI,Rabi,Tapioca,3.0,0.0
2019-20,Andhra Pradesh,WEST GODAVARI,Rabi,Tobacco,17544.0,7.0
2019-20,Andhra Pradesh,WEST GODAVARI,Rabi,Urad,3368.0,1.0
2019-20,Andhra Pradesh,WEST GODAVARI,Whole Year,Banana,13125.0,36.0
2019-20,Andhra Pradesh,WEST GODAVARI,Whole Year,Blackpepper,425.0,1.0
2019-20,Andhra Pradesh,WEST GODAVARI,Whole Year,Coconut,23316.0,63.0
2019-20,Arunachal Pradesh,ANJAW,Kharif,Groundnut,32.0,0.0
2019-20,Arunachal Pradesh,ANJAW,Kharif,Maize,1448.0,19.0
2019-20,Arunachal Pradesh,ANJAW,Kharif,Moong(GreenGram),10.0,0.0
2019-20,Arunachal Pradesh,ANJAW,Kharif,OtherKharifpulses,24.0,0.0
2019-20,Arunachal Pradesh,ANJAW,Kharif,Peas&beans(Pulses),22.0,0.0
2019-20,Arunachal Pradesh,ANJAW,Kharif,Rice,3741.0,48.0
2019-20,Arunachal Pradesh,ANJAW,Kharif,Sesamum,47.0,1.0
2019-20,Arunachal Pradesh,ANJAW,Kharif,Smallmillets,2405.0,31.0
2019-20,Arunachal Pradesh,ANJAW,Kharif,Soyabean,21.0,0.0
2019-20,Arunachal Pradesh,ANJAW,Kharif,Urad,17.0,0.0
2019-20,Arunachal Pradesh,ANJAW,Rabi,Masoor,51.0,16.0
2019-20,Arunachal Pradesh,ANJAW,Rabi,Peas&beans(Pulses),67.0,21.0
2019-20,Arunachal Pradesh,ANJAW,Rabi,Rapeseed&Mustard,185.0,57.0
2019-20,Arunachal Pradesh,ANJAW,Rabi,Urad,23.0,7.0
2019-20,Arunachal Pradesh,ANJAW,Whole Year,Drychillies,60.0,24.0
2019-20,Arunachal Pradesh,ANJAW,Whole Year,Ginger,68.0,27.0
2019-20,Arunachal Pradesh,ANJAW,Whole Year,Potato,83.0,33.0
2019-20,Arunachal Pradesh,ANJAW,Whole Year,Turmeric,41.0,16.0
2019-20,Arunachal Pradesh,CHANGLANG,Kharif,Groundnut,115.0,1.0
2019-20,Arunachal Pradesh,CHANGLANG,Kharif,Maize,1103.0,8.0
2019-20,Arunachal Pradesh,CHANGLANG,Kharif,Moong(GreenGram),64.0,0.0
2019-20,Arunachal Pradesh,CHANGLANG,Kharif,OtherKharifpulses,128.0,1.0
2019-20,Arunachal Pradesh,CHANGLANG,Kharif,Peas&beans(Pulses),30.0,0.0
2019-20,Arunachal Pradesh,CHANGLANG,Kharif,Rice,9461.0,71.0
2019-20,Arunachal Pradesh,CHANGLANG,Kharif,Sesamum,177.0,1.0
2019-20,Arunachal Pradesh,CHANGLANG,Kharif,Smallmillets,1835.0,14.0
2019-20,Arunachal Pradesh,CHANGLANG,Kharif,Soyabean,103.0,1.0
2019-20,Arunachal Pradesh,CHANGLANG,Kharif,Sunflower,82.0,1.0
2019-20,Arunachal Pradesh,CHANGLANG,Kharif,Urad,167.0,1.0
2019-20,Arunachal Pradesh,CHANGLANG,Kharif,otheroilseeds,57.0,0.0
2019-20,Arunachal Pradesh,CHANGLANG,Rabi,OtherRabipulses,73.0,1.0
2019-20,Arunachal Pradesh,CHANGLANG,Rabi,Peas&beans(Pulses),210.0,4.0
2019-20,Arunachal Pradesh,CHANGLANG,Rabi,Rapeseed&Mustard,4291.0,83.0
2019-20,Arunachal Pradesh,CHANGLANG,Rabi,Urad,252.0,5.0
2019-20,Arunachal Pradesh,CHANGLANG,Rabi,Wheat,375.0,7.0
2019-20,Arunachal Pradesh,CHANGLANG,Whole Year,Drychillies,768.0,35.0
2019-20,Arunachal Pradesh,CHANGLANG,Whole Year,Ginger,577.0,26.0
2019-20,Arunachal Pradesh,CHANGLANG,Whole Year,Potato,169.0,8.0
2019-20,Arunachal Pradesh,CHANGLANG,Whole Year,Sugarcane,597.0,27.0
2019-20,Arunachal Pradesh,CHANGLANG,Whole Year,Turmeric,104.0,5.0
