year,state,district,season,crop,area_ha,perc
2019-20,Assam,NAGAON,Rabi,Gram,113.0,0.0
2019-20,Assam,NAGAON,Rabi,Linseed,217.0,1.0
2019-20,Assam,NAGAON,Rabi,Masoor,783.0,3.0
2019-20,Assam,NAGAON,Rabi,Moong(GreenGram),733.0,2.0
2019-20,Assam,NAGAON,Rabi,OtherRabipulses,545.0,2.0
2019-20,Assam,NAGAON,Rabi,Peas&beans(Pulses),1857.0,6.0
2019-20,Assam,NAGAON,Rabi,Rapeseed&Mustard,15526.0,50.0
2019-20,Assam,NAGAON,Rabi,Rice,3620.0,12.0
2019-20,Assam,NAGAON,Rabi,Urad,2293.0,7.0
2019-20,Assam,NAGAON,Rabi,Wheat,942.0,3.0
2019-20,Assam,NAGAON,Summer,Rice,40603.0,100.0
2019-20,Assam,NAGAON,Whole Year,Banana,2840.0,12.0
2019-20,Assam,NAGAON,Whole Year,Blackpepper,129.0,1.0
2019-20,Assam,NAGAON,Whole Year,Coconut,2490.0,11.0
2019-20,Assam,NAGAON,Whole Year,Drychillies,1108.0,5.0
2019-20,Assam,NAGAON,Whole Year,Ginger,641.0,3.0
2019-20,Assam,NAGAON,Whole Year,Onion,630.0,3.0
2019-20,Assam,NAGAON,Whole Year,Potato,6874.0,30.0
2019-20,Assam,NAGAON,Whole Year,Sugarcane,6273.0,28.0
2019-20,Assam,NAGAON,Whole Year,Sweetpotato,244.0,1.0
2019-20,Assam,NAGAON,Whole Year,Tapioca,41.0,0.0
2019-20,Assam,NAGAON,Whole Year,Turmeric,1475.0,6.0
2019-20,Assam,NALBARI,Kharif,Arhar/Tur,96.0,0.0
2019-20,Assam,NALBARI,Kharif,Castorseed,1.0,0.0
2019-20,Assam,NALBARI,Kharif,Cotton(lint),1.0,0.0
2019-20,Assam,NALBARI,Kharif,Jute,4686.0,7.0
2019-20,Assam,NALBARI,Kharif,Maize,564.0,1.0
2019-20,Assam,NALBARI,Kharif,Mesta,14.0,0.0
2019-20,Assam,NALBARI,Kharif,Nigerseed,144.0,0.0
2019-20,Assam,NALBARI,Kharif,Rice,64149.0,92.0
2019-20,Assam,NALBARI,Kharif,Sesamum,248.0,0.0
2019-20,Assam,NALBARI,Kharif,Smallmillets,18.0,0.0
2019-20,Assam,NALBARI,Rabi,Arecanut,1532.0,10.0
2019-20,Assam,NALBARI,Rabi,Gram,17.0,0.0
2019-20,Assam,NALBARI,Rabi,Linseed,168.0,1.0
2019-20,Assam,NALBARI,Rabi,Masoor,887.0,6.0
2019-20,Assam,NALBARI,Rabi,Moong(GreenGram),191.0,1.0
2019-20,Assam,NALBARI,Rabi,OtherRabipulses,262.0,2.0
2019-20,Assam,NALBARI,Rabi,Peas&beans(Pulses),1288.0,8.0
2019-20,Assam,NALBARI,Rabi,Rapeseed&Mustard,8748.0,57.0
2019-20,Assam,NALBARI,Rabi,Rice,1752.0,11.0
2019-20,Assam,NALBARI,Rabi,Urad,296.0,2.0
2019-20,Assam,NALBARI,Rabi,Wheat,137.0,1.0
2019-20,Assam,NALBARI,Summer,Rice,11284.0,100.0
2019-20,Assam,NALBARI,Whole Year,Banana,1424.0,15.0
2019-20,Assam,NALBARI,Whole Year,Blackpepper,19.0,0.0
2019-20,Assam,NALBARI,Whole Year,Coconut,1448.0,15.0
2019-20,Assam,NALBARI,Whole Year,Drychillies,471.0,5.0
2019-20,Assam,NALBARI,Whole Year,Ginger,388.0,4.0
2019-20,Assam,NALBARI,Whole Year,Onion,282.0,3.0
2019-20,Assam,NALBARI,Whole Year,Potato,4721.0,50.0
2019-20,Assam,NALBARI,Whole Year,Sugarcane,116.0,1.0
2019-20,Assam,NALBARI,Whole Year,Sweetpotato,75.0,1.0
2019-20,Assam,NALBARI,Whole Year,Tapioca,4.0,0.0
2019-20,Assam,NALBARI,Whole Year,Turmeric,407.0,4.0
2019-20,Assam,SIVASAGAR,Kharif,Arhar/Tur,179.0,0.0
2019-20,Assam,SIVASAGAR,Kharif,Jute,17.0,0.0
2019-20,Assam,SIVASAGAR,Kharif,Maize,47.0,0.0
2019-20,Assam,SIVASAGAR,Kharif,Mesta,4.0,0.0
2019-20,Assam,SIVASAGAR,Kharif,Rice,102610.0,100.0
2019-20,Assam,SIVASAGAR,Kharif,Sesamum,38.0,0.0
2019-20,Assam,SIVASAGAR,Kharif,Smallmillets,3.0,0.0
2019-20,Assam,SIVASAGAR,Rabi,Arecanut,795.0,15.0
2019-20,Assam,SIVASAGAR,Rabi,Masoor,196.0,4.0
2019-20,Assam,SIVASAGAR,Rabi,Moong(GreenGram),137.0,3.0
2019-20,Assam,SIVASAGAR,Rabi,OtherRabipulses,101.0,2.0
2019-20,Assam,SIVASAGAR,Rabi,Peas&beans(Pulses),965.0,19.0
2019-20,Assam,SIVASAGAR,Rabi,Rapeseed&Mustard,1965.0,38.0
2019-20,Assam,SIVASAGAR,Rabi,Rice,256.0,5.0
2019-20,Assam,SIVASAGAR,Rabi,Urad,734.0,14.0
2019-20,Assam,SIVASAGAR,Rabi,Wheat,3.0,0.0
2019-20,Assam,SIVASAGAR,Summer,Rice,649.0,100.0
2019-20,Assam,SIVASAGAR,Whole Year,Banana,1357.0,39.0
2019-20,Assam,SIVASAGAR,Whole Year,Blackpepper,98.0,3.0
2019-20,Assam,SIVASAGAR,Whole Year,Coconut,215.0,6.0
2019-20,Assam,SIVASAGAR,Whole Year,Drychillies,224.0,6.0
2019-20,Assam,SIVASAGAR,Whole Year,Ginger,150.0,4.0
2019-20,Assam,SIVASAGAR,Whole Year,Onion,80.0,2.0
2019-20,Assam,SIVASAGAR,Whole Year,Potato,848.0,24.0
2019-20,Assam,SIVASAGAR,Whole Year,Sugarcane,121.0,3.0
2019-20,Assam,SIVASAGAR,Whole Year,Sweetpotato,80.0,2.0
2019-20,Assam,SIVASAGAR,Whole Year,Tapioca,15.0,0.0
2019-20,Assam,SIVASAGAR,Whole Year,Turmeric,285.0,8.0
2019-20,Assam,SONITPUR,Kharif,Arhar/Tur,698.0,1.0
2019-20,Assam,SONITPUR,Kharif,Castorseed,10.0,0.0
2019-20,Assam,SONITPUR,Kharif,Cotton(lint),8.0,0.0
2019-20,Assam,SONITPUR,Kharif,Jute,3236.0,3.0
2019-20,Assam,SONITPUR,Kharif,Maize,1417.0,1.0
2019-20,Assam,SONITPUR,Kharif,Mesta,182.0,0.0
2019-20,Assam,SONITPUR,Kharif,Nigerseed,227.0,0.0
2019-20,Assam,SONITPUR,Kharif,Rice,121024.0,95.0
2019-20,Assam,SONITPUR,Kharif,Sesamum,706.0,1.0
2019-20,Assam,SONITPUR,Kharif,Smallmillets,96.0,0.0
2019-20,Assam,SONITPUR,Rabi,Arecanut,2920.0,7.0
2019-20,Assam,SONITPUR,Rabi,Gram,242.0,1.0
2019-20,Assam,SONITPUR,Rabi,Linseed,174.0,0.0
2019-20,Assam,SONITPUR,Rabi,Masoor,1985.0,5.0
2019-20,Assam,SONITPUR,Rabi,Moong(GreenGram),1275.0,3.0
2019-20,Assam,SONITPUR,Rabi,OtherRabipulses,350.0,1.0
2019-20,Assam,SONITPUR,Rabi,Peas&beans(Pulses),2668.0,6.0
2019-20,Assam,SONITPUR,Rabi,Rapeseed&Mustard,17277.0,42.0
2019-20,Assam,SONITPUR,Rabi,Rice,10291.0,25.0
2019-20,Assam,SONITPUR,Rabi,Urad,3676.0,9.0
2019-20,Assam,SONITPUR,Rabi,Wheat,307.0,1.0
2019-20,Assam,SONITPUR,Summer,Rice,19494.0,100.0
2019-20,Assam,SONITPUR,Whole Year,Banana,3624.0,18.0
2019-20,Assam,SONITPUR,Whole Year,Blackpepper,142.0,1.0
2019-20,Assam,SONITPUR,Whole Year,Coconut,1516.0,8.0
2019-20,Assam,SONITPUR,Whole Year,Drychillies,1517.0,8.0
2019-20,Assam,SONITPUR,Whole Year,Ginger,714.0,4.0
2019-20,Assam,SONITPUR,Whole Year,Onion,502.0,3.0
2019-20,Assam,SONITPUR,Whole Year,Potato,7602.0,39.0
2019-20,Assam,SONITPUR,Whole Year,Sugarcane,2033.0,10.0
2019-20,Assam,SONITPUR,Whole Year,Sweetpotato,319.0,2.0
2019-20,Assam,SONITPUR,Whole Year,Tapioca,306.0,2.0
2019-20,Assam,SONITPUR,Whole Year,Tobacco,3.0,0.0
2019-20,Assam,SONITPUR,Whole Year,Turmeric,1364.0,7.0
2019-20,Assam,SOUTH SALMARA MANCACHAR,Rabi,Arecanut,227.0,100.0
2019-20,Assam,TINSUKIA,Kharif,Arhar/Tur,76.0,0.0
2019-20,Assam,TINSUKIA,Kharif,Jute,6.0,0.0
2019-20,Assam,TINSUKIA,Kharif,Maize,1168.0,2.0
2019-20,Assam,TINSUKIA,Kharif,Nigerseed,19.0,0.0
2019-20,Assam,TINSUKIA,Kharif,Rice,56949.0,98.0
2019-20,Assam,TINSUKIA,Kharif,Sesamum,101.0,0.0
2019-20,Assam,TINSUKIA,Kharif,Smallmillets,18.0,0.0
2019-20,Assam,TINSUKIA,Rabi,Arecanut,1793.0,9.0
2019-20,Assam,TINSUKIA,Rabi,Gram,3.0,0.0
2019-20,Assam,TINSUKIA,Rabi,Linseed,5.0,0.0
2019-20,Assam,TINSUKIA,Rabi,Masoor,19.0,0.0
2019-20,Assam,TINSUKIA,Rabi,Moong(GreenGram),131.0,1.0
2019-20,Assam,TINSUKIA,Rabi,OtherRabipulses,137.0,1.0
2019-20,Assam,TINSUKIA,Rabi,Peas&beans(Pulses),1329.0,7.0
2019-20,Assam,TINSUKIA,Rabi,Rapeseed&Mustard,8348.0,43.0
2019-20,Assam,TINSUKIA,Rabi,Rice,5377.0,28.0
2019-20,Assam,TINSUKIA,Rabi,Urad,2044.0,11.0
2019-20,Assam,TINSUKIA,Rabi,Wheat,41.0,0.0
2019-20,Assam,TINSUKIA,Summer,Rice,314.0,100.0
2019-20,Assam,TINSUKIA,Whole Year,Banana,2510.0,31.0
2019-20,Assam,TINSUKIA,Whole Year,Blackpepper,255.0,3.0
2019-20,Assam,TINSUKIA,Whole Year,Coconut,71.0,1.0
2019-20,Assam,TINSUKIA,Whole Year,Drychillies,256.0,3.0
2019-20,Assam,TINSUKIA,Whole Year,Ginger,942.0,12.0
2019-20,Assam,TINSUKIA,Whole Year,Onion,61.0,1.0
2019-20,Assam,TINSUKIA,Whole Year,Potato,3218.0,40.0
2019-20,Assam,TINSUKIA,Whole Year,Sugarcane,247.0,3.0
2019-20,Assam,TINSUKIA,Whole Year,Sweetpotato,109.0,1.0
2019-20,Assam,TINSUKIA,Whole Year,Tapioca,31.0,0.0
2019-20,Assam,TINSUKIA,Whole Year,Turmeric,354.0,4.0
2019-20,Assam,UDALGURI,Kharif,Arhar/Tur,279.0,0.0
2019-20,Assam,UDALGURI,Kharif,Castorseed,50.0,0.0
2019-20,Assam,UDALGURI,Kharif,Jute,3836.0,5.0
2019-20,Assam,UDALGURI,Kharif,Maize,537.0,1.0
2019-20,Assam,UDALGURI,Kharif,Mesta,163.0,0.0
2019-20,Assam,UDALGURI,Kharif,Nigerseed,412.0,1.0
2019-20,Assam,UDALGURI,Kharif,Rice,68660.0,92.0
2019-20,Assam,UDALGURI,Kharif,Sesamum,268.0,0.0
2019-20,Assam,UDALGURI,Kharif,Smallmillets,50.0,0.0
2019-20,Assam,UDALGURI,Rabi,Arecanut,2451.0,9.0
2019-20,Assam,UDALGURI,Rabi,Gram,25.0,0.0
2019-20,Assam,UDALGURI,Rabi,Linseed,403.0,1.0
2019-20,Assam,UDALGURI,Rabi,Masoor,342.0,1.0
2019-20,Assam,UDALGURI,Rabi,Moong(GreenGram),114.0,0.0
2019-20,Assam,UDALGURI,Rabi,OtherRabipulses,685.0,2.0
2019-20,Assam,UDALGURI,Rabi,Peas&beans(Pulses),486.0,2.0
2019-20,Assam,UDALGURI,Rabi,Rapeseed&Mustard,6210.0,22.0
2019-20,Assam,UDALGURI,Rabi,Rice,15266.0,55.0
2019-20,Assam,UDALGURI,Rabi,Urad,1296.0,5.0
2019-20,Assam,UDALGURI,Rabi,Wheat,379.0,1.0
2019-20,Assam,UDALGURI,Summer,Rice,2122.0,100.0
2019-20,Assam,UDALGURI,Whole Year,Banana,1008.0,8.0
2019-20,Assam,UDALGURI,Whole Year,Blackpepper,62.0,1.0
2019-20,Assam,UDALGURI,Whole Year,Coconut,723.0,6.0
2019-20,Assam,UDALGURI,Whole Year,Drychillies,401.0,3.0
2019-20,Assam,UDALGURI,Whole Year,Ginger,561.0,5.0
2019-20,Assam,UDALGURI,Whole Year,Onion,314.0,3.0
2019-20,Assam,UDALGURI,Whole Year,Potato,7325.0,60.0
2019-20,Assam,UDALGURI,Whole Year,Sugarcane,758.0,6.0
2019-20,Assam,UDALGURI,Whole Year,Sweetpotato,134.0,1.0
2019-20,Assam,UDALGURI,Whole Year,Tapioca,265.0,2.0
2019-20,Assam,UDALGURI,Whole Year,Turmeric,614.0,5.0
2019-20,Assam,WEST KARBI ANGLONG,Rabi,Arecanut,580.0,100.0
2019-20,Assam,WEST KARBI ANGLONG,Whole Year,Coconut,75.0,100.0
2019-20,Bihar,ARARIA,Kharif,Jute,13163.0,31.0
2019-20,Bihar,ARARIA,Kharif,Potato,1674.0,4.0
2019-20,Bihar,ARARIA,Kharif,Rice,27733.0,65.0
2019-20,Bihar,ARARIA,Rabi,Maize,28265.0,64.0
2019-20,Bihar,ARARIA,Rabi,Masoor,6.0,0.0
2019-20,Bihar,ARARIA,Rabi,Onion,146.0,0.0
2019-20,Bihar,ARARIA,Rabi,Potato,1874.0,4.0
2019-20,Bihar,ARARIA,Rabi,Sunflower,30.0,0.0
2019-20,Bihar,ARARIA,Rabi,Wheat,13964.0,32.0
2019-20,Bihar,ARARIA,Summer,Maize,16838.0,59.0
2019-20,Bihar,ARARIA,Summer,Moong(GreenGram),4275.0,15.0
2019-20,Bihar,ARARIA,Summer,Rice,7636.0,27.0
2019-20,Bihar,ARWAL,Kharif,Arhar/Tur,37.0,0.0
2019-20,Bihar,ARWAL,Kharif,Groundnut,15.0,0.0
2019-20,Bihar,ARWAL,Kharif,Horsegram,45.0,0.0
2019-20,Bihar,ARWAL,Kharif,Moong(GreenGram),100.0,1.0
2019-20,Bihar,ARWAL,Kharif,Potato,146.0,1.0
2019-20,Bihar,ARWAL,Kharif,Ragi,5.0,0.0
2019-20,Bihar,ARWAL,Kharif,Rice,17069.0,98.0
2019-20,Bihar,ARWAL,Kharif,Sesamum,25.0,0.0
2019-20,Bihar,ARWAL,Kharif,Urad,18.0,0.0
2019-20,Bihar,ARWAL,Rabi,Barley,111.0,0.0
2019-20,Bihar,ARWAL,Rabi,Gram,1420.0,6.0
2019-20,Bihar,ARWAL,Rabi,Khesari,157.0,1.0
2019-20,Bihar,ARWAL,Rabi,Linseed,43.0,0.0
2019-20,Bihar,ARWAL,Rabi,Maize,144.0,1.0
2019-20,Bihar,ARWAL,Rabi,Masoor,3601.0,16.0
2019-20,Bihar,ARWAL,Rabi,Onion,137.0,1.0
2019-20,Bihar,ARWAL,Rabi,Peas&beans(Pulses),289.0,1.0
2019-20,Bihar,ARWAL,Rabi,Potato,567.0,2.0
2019-20,Bihar,ARWAL,Rabi,Rapeseed&Mustard,360.0,2.0
2019-20,Bihar,ARWAL,Rabi,Wheat,16254.0,70.0
2019-20,Bihar,ARWAL,Summer,Maize,30.0,25.0
2019-20,Bihar,ARWAL,Summer,Moong(GreenGram),90.0,75.0
2019-20,Bihar,ARWAL,Whole Year,Garlic,54.0,73.0
2019-20,Bihar,ARWAL,Whole Year,Sugarcane,20.0,27.0
2019-20,Bihar,AURANGABAD,Kharif,Arhar/Tur,857.0,1.0
2019-20,Bihar,AURANGABAD,Kharif,Moong(GreenGram),19.0,0.0
2019-20,Bihar,AURANGABAD,Kharif,Potato,513.0,0.0
2019-20,Bihar,AURANGABAD,Kharif,Rice,166649.0,99.0
2019-20,Bihar,AURANGABAD,Kharif,Sesamum,9.0,0.0
2019-20,Bihar,AURANGABAD,Kharif,Urad,5.0,0.0
2019-20,Bihar,AURANGABAD,Rabi,Barley,539.0,0.0
2019-20,Bihar,AURANGABAD,Rabi,Gram,5964.0,4.0
2019-20,Bihar,AURANGABAD,Rabi,Khesari,8689.0,7.0
2019-20,Bihar,AURANGABAD,Rabi,Linseed,1997.0,2.0
2019-20,Bihar,AURANGABAD,Rabi,Maize,37.0,0.0
2019-20,Bihar,AURANGABAD,Rabi,Masoor,26179.0,20.0
2019-20,Bihar,AURANGABAD,Rabi,Onion,115.0,0.0
2019-20,Bihar,AURANGABAD,Rabi,Peas&beans(Pulses),622.0,0.0
2019-20,Bihar,AURANGABAD,Rabi,Potato,828.0,1.0
2019-20,Bihar,AURANGABAD,Rabi,Rapeseed&Mustard,2234.0,2.0
2019-20,Bihar,AURANGABAD,Rabi,Wheat,85358.0,64.0
2019-20,Bihar,AURANGABAD,Summer,Moong(GreenGram),40.0,100.0
2019-20,Bihar,AURANGABAD,Whole Year,Sugarcane,3.0,100.0
2019-20,Bihar,BANKA,Kharif,Arhar/Tur,782.0,1.0
2019-20,Bihar,BANKA,Kharif,Horsegram,1072.0,1.0
2019-20,Bihar,BANKA,Kharif,Moong(GreenGram),782.0,1.0
2019-20,Bihar,BANKA,Kharif,OtherKharifpulses,193.0,0.0
2019-20,Bihar,BANKA,Kharif,Potato,4705.0,4.0
2019-20,Bihar,BANKA,Kharif,Rice,102075.0,93.0
2019-20,Bihar,BANKA,Kharif,Sannhamp,347.0,0.0
2019-20,Bihar,BANKA,Kharif,Sesamum,10.0,0.0
2019-20,Bihar,BANKA,Rabi,Barley,113.0,0.0
2019-20,Bihar,BANKA,Rabi,Gram,2388.0,8.0
2019-20,Bihar,BANKA,Rabi,Khesari,112.0,0.0
2019-20,Bihar,BANKA,Rabi,Linseed,211.0,1.0
2019-20,Bihar,BANKA,Rabi,Maize,2138.0,7.0
2019-20,Bihar,BANKA,Rabi,Masoor,1329.0,4.0
2019-20,Bihar,BANKA,Rabi,Onion,29.0,0.0
2019-20,Bihar,BANKA,Rabi,OtherRabipulses,161.0,1.0
2019-20,Bihar,BANKA,Rabi,Peas&beans(Pulses),80.0,0.0
2019-20,Bihar,BANKA,Rabi,Potato,799.0,3.0
2019-20,Bihar,BANKA,Rabi,Rapeseed&Mustard,437.0,1.0
2019-20,Bihar,BANKA,Rabi,Wheat,22269.0,74.0
2019-20,Bihar,BANKA,Summer,Maize,1254.0,43.0
2019-20,Bihar,BANKA,Summer,Moong(GreenGram),1650.0,57.0
2019-20,Bihar,BANKA,Whole Year,Garlic,5.0,1.0
2019-20,Bihar,BANKA,Whole Year,Sugarcane,540.0,99.0
2019-20,Bihar,BEGUSARAI,Kharif,Arhar/Tur,691.0,2.0
2019-20,Bihar,BEGUSARAI,Kharif,Groundnut,14.0,0.0
2019-20,Bihar,BEGUSARAI,Kharif,Horsegram,154.0,0.0
2019-20,Bihar,BEGUSARAI,Kharif,Moong(GreenGram),396.0,1.0
2019-20,Bihar,BEGUSARAI,Kharif,OtherKharifpulses,102.0,0.0
2019-20,Bihar,BEGUSARAI,Kharif,Potato,3510.0,11.0
2019-20,Bihar,BEGUSARAI,Kharif,Ragi,1.0,0.0
2019-20,Bihar,BEGUSARAI,Kharif,Rice,10756.0,32.0
2019-20,Bihar,BEGUSARAI,Kharif,Sannhamp,23.0,0.0
2019-20,Bihar,BEGUSARAI,Kharif,Sesamum,22.0,0.0
2019-20,Bihar,BEGUSARAI,Kharif,Soyabean,17202.0,52.0
2019-20,Bihar,BEGUSARAI,Kharif,Urad,417.0,1.0
2019-20,Bihar,BEGUSARAI,Rabi,Khesari,15.0,0.0
2019-20,Bihar,BEGUSARAI,Rabi,Maize,60848.0,45.0
2019-20,Bihar,BEGUSARAI,Rabi,Masoor,666.0,0.0
2019-20,Bihar,BEGUSARAI,Rabi,Onion,28.0,0.0
2019-20,Bihar,BEGUSARAI,Rabi,Peas&beans(Pulses),1235.0,1.0
2019-20,Bihar,BEGUSARAI,Rabi,Potato,2979.0,2.0
2019-20,Bihar,BEGUSARAI,Rabi,Rapeseed&Mustard,7271.0,5.0
2019-20,Bihar,BEGUSARAI,Rabi,Rice,271.0,0.0
2019-20,Bihar,BEGUSARAI,Rabi,Sunflower,152.0,0.0
2019-20,Bihar,BEGUSARAI,Rabi,Wheat,61723.0,46.0
2019-20,Bihar,BEGUSARAI,Summer,Maize,1365.0,91.0
2019-20,Bihar,BEGUSARAI,Summer,Moong(GreenGram),131.0,9.0
2019-20,Bihar,BEGUSARAI,Whole Year,Coriander,18.0,0.0
2019-20,Bihar,BEGUSARAI,Whole Year,Garlic,21.0,1.0
2019-20,Bihar,BEGUSARAI,Whole Year,Sugarcane,4049.0,98.0
2019-20,Bihar,BEGUSARAI,Whole Year,Turmeric,27.0,1.0
2019-20,Bihar,BHAGALPUR,Kharif,Arhar/Tur,457.0,1.0
2019-20,Bihar,BHAGALPUR,Kharif,Bajra,14.0,0.0
2019-20,Bihar,BHAGALPUR,Kharif,Castorseed,7.0,0.0
2019-20,Bihar,BHAGALPUR,Kharif,Horsegram,2300.0,6.0
2019-20,Bihar,BHAGALPUR,Kharif,Mesta,42.0,0.0
2019-20,Bihar,BHAGALPUR,Kharif,Moong(GreenGram),1144.0,3.0
2019-20,Bihar,BHAGALPUR,Kharif,OtherKharifpulses,412.0,1.0
2019-20,Bihar,BHAGALPUR,Kharif,Potato,3319.0,8.0
2019-20,Bihar,BHAGALPUR,Kharif,Rice,33245.0,80.0
2019-20,Bihar,BHAGALPUR,Kharif,Sannhamp,108.0,0.0
2019-20,Bihar,BHAGALPUR,Kharif,Sesamum,12.0,0.0
2019-20,Bihar,BHAGALPUR,Kharif,Smallmillets,195.0,0.0
2019-20,Bihar,BHAGALPUR,Kharif,Urad,350.0,1.0
2019-20,Bihar,BHAGALPUR,Rabi,Barley,1208.0,1.0
2019-20,Bihar,BHAGALPUR,Rabi,Gram,2273.0,3.0
2019-20,Bihar,BHAGALPUR,Rabi,Khesari,1366.0,2.0
2019-20,Bihar,BHAGALPUR,Rabi,Linseed,846.0,1.0
2019-20,Bihar,BHAGALPUR,Rabi,Maize,29617.0,33.0
2019-20,Bihar,BHAGALPUR,Rabi,Masoor,2064.0,2.0
2019-20,Bihar,BHAGALPUR,Rabi,Onion,251.0,0.0
2019-20,Bihar,BHAGALPUR,Rabi,OtherRabipulses,243.0,0.0
2019-20,Bihar,BHAGALPUR,Rabi,Peas&beans(Pulses),1291.0,1.0
2019-20,Bihar,BHAGALPUR,Rabi,Potato,1061.0,1.0
2019-20,Bihar,BHAGALPUR,Rabi,Rapeseed&Mustard,1791.0,2.0
2019-20,Bihar,BHAGALPUR,Rabi,Sunflower,160.0,0.0
2019-20,Bihar,BHAGALPUR,Rabi,Wheat,47582.0,53.0
2019-20,Bihar,BHAGALPUR,Summer,Maize,4463.0,99.0
2019-20,Bihar,BHAGALPUR,Summer,Moong(GreenGram),60.0,1.0
2019-20,Bihar,BHAGALPUR,Whole Year,Coriander,93.0,5.0
2019-20,Bihar,BHAGALPUR,Whole Year,Garlic,15.0,1.0
2019-20,Bihar,BHAGALPUR,Whole Year,Sugarcane,1731.0,90.0
2019-20,Bihar,BHAGALPUR,Whole Year,Tobacco,21.0,1.0
2019-20,Bihar,BHAGALPUR,Whole Year,Turmeric,61.0,3.0
2019-20,Bihar,BHOJPUR,Kharif,Arhar/Tur,100.0,0.0
2019-20,Bihar,BHOJPUR,Kharif,Bajra,344.0,0.0
2019-20,Bihar,BHOJPUR,Kharif,Jowar,37.0,0.0
2019-20,Bihar,BHOJPUR,Kharif,OtherKharifpulses,30.0,0.0
2019-20,Bihar,BHOJPUR,Kharif,Potato,2228.0,2.0
2019-20,Bihar,BHOJPUR,Kharif,Rice,101622.0,97.0
2019-20,Bihar,BHOJPUR,Kharif,Smallmillets,20.0,0.0
2019-20,Bihar,BHOJPUR,Rabi,Barley,1264.0,1.0
2019-20,Bihar,BHOJPUR,Rabi,Gram,4376.0,4.0
2019-20,Bihar,BHOJPUR,Rabi,Khesari,3301.0,3.0
2019-20,Bihar,BHOJPUR,Rabi,Linseed,249.0,0.0
2019-20,Bihar,BHOJPUR,Rabi,Maize,2850.0,2.0
2019-20,Bihar,BHOJPUR,Rabi,Masoor,4675.0,4.0
2019-20,Bihar,BHOJPUR,Rabi,Onion,216.0,0.0
2019-20,Bihar,BHOJPUR,Rabi,OtherRabipulses,3.0,0.0
2019-20,Bihar,BHOJPUR,Rabi,Peas&beans(Pulses),527.0,0.0
2019-20,Bihar,BHOJPUR,Rabi,Potato,1881.0,2.0
2019-20,Bihar,BHOJPUR,Rabi,Rapeseed&Mustard,1380.0,1.0
2019-20,Bihar,BHOJPUR,Rabi,Rice,65.0,0.0
2019-20,Bihar,BHOJPUR,Rabi,Wheat,98398.0,83.0
2019-20,Bihar,BHOJPUR,Summer,Maize,245.0,91.0
2019-20,Bihar,BHOJPUR,Summer,Moong(GreenGram),25.0,9.0
2019-20,Bihar,BHOJPUR,Whole Year,Sugarcane,1.0,100.0
2019-20,Bihar,BUXAR,Kharif,Arhar/Tur,111.0,0.0
2019-20,Bihar,BUXAR,Kharif,Bajra,2721.0,3.0
2019-20,Bihar,BUXAR,Kharif,Jowar,575.0,1.0
2019-20,Bihar,BUXAR,Kharif,OtherKharifpulses,26.0,0.0
2019-20,Bihar,BUXAR,Kharif,Potato,1313.0,1.0
2019-20,Bihar,BUXAR,Kharif,Rice,84276.0,94.0
2019-20,Bihar,BUXAR,Kharif,Smallmillets,658.0,1.0
2019-20,Bihar,BUXAR,Rabi,Barley,1649.0,2.0
2019-20,Bihar,BUXAR,Rabi,Gram,1796.0,2.0
2019-20,Bihar,BUXAR,Rabi,Khesari,889.0,1.0
2019-20,Bihar,BUXAR,Rabi,Linseed,126.0,0.0
2019-20,Bihar,BUXAR,Rabi,Maize,978.0,1.0
2019-20,Bihar,BUXAR,Rabi,Masoor,2693.0,3.0
2019-20,Bihar,BUXAR,Rabi,Onion,469.0,0.0
2019-20,Bihar,BUXAR,Rabi,OtherRabipulses,42.0,0.0
2019-20,Bihar,BUXAR,Rabi,Peas&beans(Pulses),715.0,1.0
2019-20,Bihar,BUXAR,Rabi,Potato,1201.0,1.0
2019-20,Bihar,BUXAR,Rabi,Rapeseed&Mustard,1534.0,2.0
2019-20,Bihar,BUXAR,Rabi,Wheat,84574.0,87.0
2019-20,Bihar,BUXAR,Summer,Moong(GreenGram),31.0,100.0
2019-20,Bihar,BUXAR,Whole Year,Sugarcane,63.0,100.0
2019-20,Bihar,DARBHANGA,Kharif,Arhar/Tur,221.0,0.0
2019-20,Bihar,DARBHANGA,Kharif,Moong(GreenGram),871.0,2.0
2019-20,Bihar,DARBHANGA,Kharif,Potato,1271.0,3.0
2019-20,Bihar,DARBHANGA,Kharif,Ragi,424.0,1.0
2019-20,Bihar,DARBHANGA,Kharif,Rice,42575.0,94.0
2019-20,Bihar,DARBHANGA,Kharif,Urad,55.0,0.0
2019-20,Bihar,DARBHANGA,Rabi,Gram,40.0,0.0
2019-20,Bihar,DARBHANGA,Rabi,Khesari,214.0,0.0
2019-20,Bihar,DARBHANGA,Rabi,Linseed,24.0,0.0
2019-20,Bihar,DARBHANGA,Rabi,Maize,8591.0,9.0
2019-20,Bihar,DARBHANGA,Rabi,Masoor,2062.0,2.0
2019-20,Bihar,DARBHANGA,Rabi,Onion,68.0,0.0
2019-20,Bihar,DARBHANGA,Rabi,Potato,1902.0,2.0
2019-20,Bihar,DARBHANGA,Rabi,Rapeseed&Mustard,713.0,1.0
2019-20,Bihar,DARBHANGA,Rabi,Rice,31327.0,31.0
2019-20,Bihar,DARBHANGA,Rabi,Safflower,85.0,0.0
2019-20,Bihar,DARBHANGA,Rabi,Sunflower,14.0,0.0
